Country Code,Change,Description of Change,Date Issued,Source
TW,(each) district -> county (each) municipality -> city.,Change of subdivision category from municipality to city and district to county; update List Source.,2016-11-15,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:TW.
TW,Subdivision added: Kinmen (district): TW-KIN Lienchiang (district): TW-LIE New Taipei (special municipality): TW-NWT Subdivision deleted: Kaohsiung (district): TW-KHQ Tainan (district): TW-TNQ Taipei (district): TW-TPQ Taichung (district): TW-TXQ Subdivision category changed: Taoyuan (TW-TAO): district -> special municipality Tainan (TW-TNN): municipality -> special municipality Taichung (TW-TXG): municipality -> special municipality.,"Addition of category name for special municipality in zho; change of spelling of TW-ILA; deletion of districts TW-KHQ, TW-TNQ, TW-TPQ, TW-TXQ; addition of districts TW-KIN, TW-LIE and special municipality TW-NWT; change of subdivision category from municipalities to special municipalities for TW-TXG, TW-TNN; change of subdivision category from district to special municipality for TW-TAO; update List Source.",2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:TW.
TW,Codes: (to correct duplicate use) Chiayi (district): TW-CYI -> TW-CYQ Hsinchu (district): TW-HSZ -> TW-HSQ Kaohsiung (district): TW-KHH -> TW-KHQ Taichung (district): TW-TXG -> TW-TXQ Tainan (district): TW-TNN -> TW-TNQ Taipei (district): TW-TPE -> TW-TPQ.,Error correction: Duplicate use of six code elements corrected. Subdivision categories in header re-sorted.,2002-12-10,Newsletter I-4 - https://web.archive.org/web/20081218103210/http://www.iso.org/iso/iso_3166-2_newsletter_i-4_en.pdf.
TZ,Subdivision added: TZ-26 Manyara (sw).,Addition of one new region. One spelling correction. List source updated. Code source updated.,2003-09-05,Newsletter I-5 - https://web.archive.org/web/20081218103244/http://www.iso.org/iso/iso_3166-2_newsletter_i-5_en.pdf.
TZ,Subdivisions added: TZ-27 Geita (sw). TZ-28 Katavi (sw). TZ-29 Njombe (sw). TZ-30 Simiyu (sw).,Add 4 regions TZ-27 to TZ-30; update List Source.,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:TZ.
TZ,"Subdivision added: TZ-31 Songwe (sw), Songwe (en).",Addition of region TZ-31; Update List Source.,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:TZ.
TZ,Modification of the English and French short name lower case.,,2019-02-15,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:TZ.
UA,Correction of the romanization system label.,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UA.
UA,Update subdivision name of UA-43; update List Source.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UA.
UG,Subdivisions added: UG-AJM Adjumani. UG-BUG Bugiri. UG-BUA Busia. UG-KAT Katakwi. UG-NAK Nakasongola. UG-SEM Sembabule.,Addition of 6 new districts.,2002-08-20,Newsletter I-3 - https://web.archive.org/web/20081218103236/http://www.iso.org/iso/iso_3166-2_newsletter_i-3_en.pdf.
UG,"Addition of district UG-237, UG-335, UG-336, UG-337, UG-433, UG-434, UG-435; Change of spelling of UG-220; Removal of an asterisk from UG-125, UG-126, UG-233, UG-234, UG-235, UG-236, UG-331, UG-332, UG-333, UG-334, UG-427, UG-428, UG-429, UG-430, UG-431, UG-432.",,2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UG.
UG,"Addition of districts UG-126, UG-235, UG-236, UG-333, UG-334, UG-432; Update List Source.",,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UG.
UG,"Addition of districts UG-125, UG-233, UG-234, UG-331, UG-332, UG-427, UG-428, UG-429, UG-430, UG-431; update List Source.",,2017-11-23,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UG.
UG,"Update Code Source; update List Source; change of parent subdivision of UG-325; deletion of asterisks from districts; change of subdivision code from UG-114 to UG-115, UG-115 to UG-116, UG-116 to UG-114, UG-218 to UG-220, UG-219 to UG-221, UG-220 to UG-222, UG-221 to UG-223, UG-222 to UG-224, UG-223 to UG-218, UG-224 to UG-219, UG-314 to UG-315, UG-315 to UG-318, UG-316 to UG-319, UG-317 to UG-314, UG-318 to UG-317, UG-319 to UG-316, UG-325 to UG-420, UG-326 to UG-325, UG-327 to UG-326, UG-328 to UG-327, UG-329 to UG-328, UG-330 to UG-329, UG-331 to UG-330, UG-416 to UG-417, UG-417 to UG-418, UG-418 to UG-419, UG-419 to UG-416, UG-420 to UG-421, UG-421 to UG-422, UG-422 to UG-423, UG-423 to UG-424, UG-424 to UG-425, UG-425 to UG-426.",,2016-11-15,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UG.
UG,"Add 32 districts UG-117 to UG- 124, UG-225 to UG-232, UG-322 to UG-331 and UG-420 to UG-425; change subdivision category from district to city for UG-102.",,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UG.
UG,Subdivisions added: UG-223 Bududa. UG-224 Bukedea. UG-116 Lyantonde.,"Addition of the country code prefix as the first code element, administrative update, alphabetical re-ordering.",2010-02-03 (corrected 2010-02-19),Newsletter II-1 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-1_corrected_2010-02-19.pdf.
UG,Subdivisions added: UG-317 Abim. UG-314 Amolatar. UG-216 Amuria. UG-319 Amuru. UG-217 Budaka. UG-218 Bukwo. UG-419 Bulisa. UG-219 Butaleja. UG-318 Dokolo. UG-416 Ibanda. UG-417 Isingiro. UG-315 Kaabong. UG-220 Kaliro. UG-418 Kiruhura. UG-316 Koboko. UG-221 Manafwa. UG-320 Maracha. UG-114 Mityana. UG-115 Nakaseke. UG-222 Namutumba. UG-321 Oyam.,Addition of administrative divisions and their codes.,2007-11-28,Newsletter I-9 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/newsletter_i-9.pdf.
UG,Subdivisions added: UG-213 Kaberamaido. UG-413 Kamwenge. UG-414 Kanungu. UG-112 Kayunga. UG-415 Kyenjojo. UG-214 Mayuge. UG-311 Nakapiripirit. UG-312 Pader. UG-215 Sironko. UG-113 Wakiso. UG-313 Yumbe. Codes: format changed .,Addition of 11 new districts. List source updated. Code source updated.,2003-09-05,Newsletter I-5 - https://web.archive.org/web/20081218103244/http://www.iso.org/iso/iso_3166-2_newsletter_i-5_en.pdf.
UM,Update List Source.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UM.
UM,Update List Source.,,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UM.
UM,Correction of the Code Source.,,2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UM.
US,Update List Source.,,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:US.
US,Alignment of the English and French short names upper and lower case with UNTERM; update of the remarks in French.,,2014-12-18,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:US.
US,Update List Source.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:US.
UY,Update List Source.,,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UY.
UY,Update List Source.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UY.
UZ,Addition of an asterisk to region UZ-XO; Correction of the Code Source.,,2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:UZ.
UZ,Subdivisions added: UZ-TK Toshkent (city).,Introduction of third subdivision category. Addition of one city. Subdivision categories in header re-sorted.,2002-12-10,Newsletter I-4 - https://web.archive.org/web/20081218103210/http://www.iso.org/iso/iso_3166-2_newsletter_i-4_en.pdf.
UZ,Codes: UZ-KH Khorazm -> UZ-XO Xorazm.,Spelling corrections in accordance with the newly adopted Roman alphabet.,2002-05-21,Newsletter I-2 - https://web.archive.org/web/20120131102127/http://www.iso.org/iso/iso_3166-2_newsletter_i-2_en.pdf.
VA,Modification of remark part 2. (Remark part 2: No subdivisions relevant for this standard).,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VA.
VA,Alignment of the English and French short names upper and lower case with UNTERM.,,2014-12-18,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VA.
VA,Short and full names of Vatican City changed from Vatican City State (Holy See) to Holy See (Vatican City State). - 'ISO 3166-1 Change History' - http://www.statoids.com/w3166his.html.,,1996-04-03,Newsletter IV-1.
VC,Subdivisions added: 6 parishes.,Addition of the administrative subdivisions and of their code elements.,2007-04-17,Newsletter I-8 - https://web.archive.org/web/20120330105926/http://www.iso.org/iso/iso_3166-2_newsletter_i-8_en.pdf.
VC,Update List Source.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VC.
VC,Update List Source.,,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VC.
VC,Alignment of the French short name lower case with UNTERM.,,2014-12-18,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VC.
VE,Change of short name upper case: replace the parentheses with a comma.,,2024-02-29,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VE.
VE,Subdivisions renamed: VE-X Vargas -> La Guaira.,Change of subdivision name of VE-X; Update List Source; Correction of the Code Source.,2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VE.
VE,Change of spelling of category name in fra and spa.,,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VE.
VE,Alignment of the English and French short names upper and lower case with UNTERM; update of the remarks in French.,,2014-12-18,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VE.
VE,Change of short form country name in accordance with ISO 3166-1 NL VI-5 (2009-03-03).,,2010-02-03 (corrected 2010-02-19),Newsletter II-1 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-1_corrected_2010-02-19.pdf.
VE,Change of short name.,,2009-03-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VE.
VE,Change of subdivision category of two Federal territories to States. List source updated.,,2003-09-05,Newsletter I-5 - https://web.archive.org/web/20081218103244/http://www.iso.org/iso/iso_3166-2_newsletter_i-5_en.pdf.
VE,Subdivisions added: VE-X Vargas.,Addition of one state. Subdivision categories in header re-sorted.,2002-12-10,Newsletter I-4 - https://web.archive.org/web/20081218103210/http://www.iso.org/iso/iso_3166-2_newsletter_i-4_en.pdf.
VG,Modification of remark part 2. (Remark part 2: No subdivisions relevant for this standard).,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VG.
VI,Modification of remark part 2. (Remark part 2: No subdivisions relevant for this standard. Included also as a subdivision of the United States (US-VI)).,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VI.
VN,Spelling correction in VN-65.,,2002-05-21,Newsletter I-2 - https://web.archive.org/web/20120131102127/http://www.iso.org/iso/iso_3166-2_newsletter_i-2_en.pdf.
VN,Codes: (to correct duplicate use). Quảng Ninh: VN-24 -> VN-13.,Duplicate assignment of VN-24 corrected. Correction of 1 subdivision name. Correction of alphabetic sorting of subdivision names.,2000-06-21,Newsletter I-1 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_i-1_en.pdf.
VN,Subdivisions added: VN-72 Đắk Nông. VN-71 Điện Biên. VN-73 Hậu Giang.,Addition of 3 provinces. Update of list source.,2005-09-13,Newsletter I-7 - https://web.archive.org/web/20081218103217/http://www.iso.org/iso/iso_3166-2_newsletter_i-7_en.pdf.
VN,Subdivision deleted: VN-15 Ha Tay (Merged into VN-HN in 2008).,"Delete subdivision VN-15; change spelling for all the provinces except for VN-28, VN-30, VN-41 and VN-44; update List Source.",2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VN.
VN,Correct spelling error in French long name.,,2013-02-06,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VN.
VN,Subdivision renamed: VN-CT Can Tho -> Cần Thơ. VN-DN Da Nang -> Đà Nẵng. VN-HN Ha Noi -> Hà Nội. VN-HP Hai Phong -> Hải Phòng. VN-SG Ho Chi Minh -> Hồ Chí Minh.,"Change of spelling of VN-CT, VN-DN, VN-HN, VN-HP, VN-SG; Update List Source.",2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:VN.
VN,Subdivision layout: 5 provinces -> 5 municipalities.,"Administrative adjustment update, typo corrections and source list update.",2011-12-13 (corrected 2011-12-15),Newsletter II-3 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-3_2011-12-13.pdf.
WF,Modification of remark part 2. (Remark part 2: Included also as a subdivision of France (FR-WF)).,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:WF.
WF,"Addition of administrative precinct WF-AL, WF-SG, WF-UV; update List Source code source and categories.",,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:WF.
WS,Update List Source.,,2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:WS.
WS,Alignment of the French short name lower case with UNTERM; update of the remarks in French.,,2014-12-18,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:WS.
WS,Update List Source.,,2014-11-03,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:WS.
YE,Subdivisions added: YE-DA Aḑ Ḑāli'. YE-AM 'Amrān.,Addition of two governorates.,2002-12-10,Newsletter I-4 - https://web.archive.org/web/20081218103210/http://www.iso.org/iso/iso_3166-2_newsletter_i-4_en.pdf.
YE,Subdivisions added: YE-SA Şan‘ā' [city].,Second edition of ISO 3166-2 (this change was not announced in a newsletter) - 'Statoid Newsletter January 2008' - http://www.statoids.com/n0801.html.,2007-12-13,ISO 3166-2:2007 - http://www.iso.org/iso/iso_catalogue/catalogue_tc/catalogue_detail.htm?csnumber=39718.
YE,Spelling change: YE-SA Şan‘ā’ [city] -> Amānat al ‘Āşimah [city].,Change spelling for YE-SA; update List Source.,2014-11-17,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:YE.
YE,Subdivisions added: YE-RA Raymah.,Update of the administrative structure and its alphabetical order and update of the list source.,2010-06-30,Newsletter II-2 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/iso_3166-2_newsletter_ii-2_2010-06-30.pdf.
YE,Spelling change: YE-AB Abyān -> Abyan.,Change of spelling of YE-AB; update list source.,2016-11-15,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:YE.
YE,Correction of the Code Source.,,2020-11-24,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:YE.
YE,Subdivision added: YE-SU Arkhabīl Suquţrá. Name changes: YE-AD. YE-AM. YE-BA. YE-DA. YE-MA.,"Change of subdivision name of YE-DA, YE-AD, YE-BA, YE-AM, YE-MA; addition of governorate YE-SU; addition of romanisation system of YE-RA; update List Source.",2015-11-27,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:YE.
YT,Modification of remark part 2. (Remark part 2: No subdivisions relevant for this standard. Included also as a subdivision of France (FR-976)).,,2022-11-29,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:YT.
YT,Modification of remark part 2. (Remark part 2: No subdivisions relevant for this standard. Included also as a subdivision of France (FR-976)).,,2018-11-26,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:YT.
ZA,Codes: ZA-GT -> ZA-GP. ZA-NL -> ZA-KZN.,"Change of subdivision code from ZA-GT to ZA-GP, ZA-NL to ZA-KZN; Update Code Source.",2020-03-02,Online Browsing Platform (OBP) - https://www.iso.org/obp/ui/#iso:code:3166:ZA.
ZA,Codes: Gauteng: ZA-GP -> ZA-GT. KwaZulu-Natal: ZA-ZN -> ZA-NL.,Second edition of ISO 3166-2 (not announced in a newsletter).,2007-12-13,ISO 3166-2:2007 - http://www.iso.org/iso/iso_catalogue/catalogue_tc/catalogue_detail.htm?csnumber=39718.
ZA,Codes: (not marked with red colour in newsletter). Gauteng: ZA-GT -> ZA-GP. KwaZulu-Natal: ZA-NL -> ZA-ZN.,Addition of administrative divisions and their codes.,2007-11-28,Newsletter I-9 - https://www.iso.org/files/live/sites/isoorg/files/archive/pdf/en/newsletter_i-9.pdf.
